Epoch,Train Loss,Val Loss,Val Accuracy
1,0.6552668970279207,0.6476938925079502,50.027027027027025
2,0.6383298787567052,0.6373387588744556,52.67567567567567
3,0.6290283620884247,0.629065195334403,52.67567567567567
4,0.6212106657699157,0.6220583115944907,52.67567567567567
5,0.6140820244095073,0.6154564971316852,52.67567567567567
6,0.6078555267373376,0.6096729792318517,52.67567567567567
7,0.6019561410347424,0.6055115898997075,52.67567567567567
8,0.5972973681373925,0.600016129767391,54.554054054054056
9,0.592421274422554,0.5968246704564075,54.554054054054056
10,0.5885811039969894,0.5922895534340163,54.554054054054056
11,0.5849508551680203,0.5887436585662226,54.554054054054056
12,0.5816817210105801,0.5876350679752109,51.9054054054054
13,0.5785050798166906,0.5829111332589056,54.554054054054056
14,0.5756852289868394,0.5802866650740053,54.554054054054056
15,0.5732853762392315,0.5807834007751843,51.9054054054054
16,0.5708807688963423,0.5754084868089689,54.554054054054056
17,0.5687456773981607,0.573366257358129,54.554054054054056
18,0.5667083423027194,0.5725635901079067,54.554054054054056
19,0.5647380776896468,0.5715687388109805,54.554054054054056
20,0.5631624144277926,0.5682407069210291,54.554054054054056
21,0.5613369575797357,0.5664311197712968,61.85135135135135
22,0.5597156329948649,0.5651981445825933,61.85135135135135
23,0.5584479870854139,0.5643875033394284,61.85135135135135
24,0.5568150968790013,0.5626695334655296,61.85135135135135
25,0.556002234357977,0.5611140921752992,61.85135135135135
26,0.5543641459050441,0.559877265647359,61.85135135135135
27,0.553458191682698,0.5587783769945006,61.85135135135135
28,0.5521899889888962,0.5578021787640699,61.85135135135135
29,0.5513126202042523,0.556700936782165,61.85135135135135
30,0.5503641828759831,0.5596527936131109,59.2027027027027
31,0.5490676145332033,0.5554653038328083,61.85135135135135
32,0.5486344939164897,0.5543517304827542,61.85135135135135
33,0.547562259341901,0.5545682439482453,61.85135135135135
34,0.5469722250337565,0.5524991500423344,61.85135135135135
35,0.546206127929871,0.5529541727931345,61.85135135135135
36,0.5454262883308142,0.5523453102923066,61.85135135135135
37,0.5448653202381569,0.5506178002330168,61.85135135135135
38,0.543878717741948,0.550223330585654,61.85135135135135
39,0.5431651186697638,0.5491751237046252,61.85135135135135
40,0.5428549879141592,0.5483836352313992,61.85135135135135
41,0.5420627716215278,0.5479489289023726,61.85135135135135
42,0.5414862755471498,0.5475839017399246,61.85135135135135
43,0.5412560593130716,0.5474808196326145,61.85135135135135
44,0.54048205285099,0.5468376654122153,61.85135135135135
45,0.5399674297543667,0.5461886972578069,61.85135135135135
46,0.5394506635007468,0.5457277898711974,61.85135135135135
47,0.5392438960460157,0.5448099859397441,61.85135135135135
48,0.5383767650038158,0.5447577680262022,61.85135135135135
49,0.5384394800124828,0.5443483502087932,61.85135135135135
50,0.5376100565419867,0.5442631251589374,61.85135135135135
